submission_num,submission_date,state,total_cases,confirmed_cases,probable_cases,new_case,probable_new_cases,consent_cases,consent_deaths,total_deaths,confirmed_deaths,probable_deaths,new_deaths,probable_new_deaths
31393,6/28/2021,GA,1133481,902707,230774,190,60,Agree,Agree,21393,18469,2924,0,0
10804,7/20/2020,AS,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
12945,8/24/2020,PR,14840,14663,177,19,0,Agree,Agree,386,252,134,10,2
30555,6/14/2021,HI,35769,NULL,NULL,46,0,Not agree,Not agree,503,NULL,NULL,0,0
17206,11/3/2020,PW,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
18127,11/19/2020,CO,192275,181067,11208,6416,225,Agree,Agree,2730,2277,453,79,9
15405,10/4/2020,PR,26602,26331,271,230,3,Agree,Agree,685,517,168,10,1
18903,12/2/2020,AR,161521,NULL,NULL,2212,705,Not agree,Not agree,2522,NULL,NULL,10,2
2033,2/24/2020,UT,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
27500,4/24/2021,KS,307536,248567,58969,164,0,NULL,NULL,4968,NULL,NULL,0,0
12013,8/9/2020,GA,221951,214506,7445,3162,31,Agree,Agree,4199,4199,0,13,0
20249,12/24/2020,MP,118,118,0,0,0,Agree,Agree,2,2,0,0,0
2903,3/10/2020,MA,91,NULL,NULL,63,NULL,Agree,Agree,0,0,0,0,0
1242,2/11/2020,OK,1,NULL,NULL,0,0,Not agree,Agree,0,0,0,0,0
10552,7/15/2020,TX,282365,NULL,NULL,7307,0,Not agree,Not agree,5966,NULL,NULL,255,0
18329,11/22/2020,MP,104,104,0,1,0,Agree,Agree,2,2,0,0,0
10081,7/8/2020,AK,1226,NULL,NULL,40,0,NULL,NULL,18,NULL,NULL,0,0
36466,9/20/2021,PW,7,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
3826,3/25/2020,PW,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
16966,10/30/2020,PW,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
17202,11/3/2020,OK,139606,125425,14181,2382,657,Agree,Agree,2013,1942,71,21,1
38403,10/23/2021,AR,509999,NULL,NULL,440,0,Not agree,Not agree,8267,NULL,NULL,12,0
27071,4/17/2021,FL,2125588,NULL,NULL,5850,1745,Not agree,Not agree,35288,NULL,NULL,42,4
26231,4/3/2021,FL,2040543,NULL,NULL,4782,1101,Not agree,Not agree,34601,NULL,NULL,49,4
14566,9/20/2020,PW,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
19480,12/11/2020,NYC,361074,327553,33521,4074,967,Agree,Agree,24280,19585,4695,29,2
14802,9/24/2020,OK,87592,83540,4052,1172,203,Agree,Agree,1308,1296,12,14,0
16409,10/21/2020,MP,88,88,0,2,0,Agree,Agree,2,2,0,0,0
24784,3/10/2021,AS,4,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
10280,7/11/2020,KS,18611,18179,432,0,0,NULL,NULL,284,NULL,NULL,0,0
32164,7/11/2021,AS,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
2152,2/26/2020,TX,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
8764,6/16/2020,AS,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
4439,4/4/2020,WV,282,NULL,NULL,45,NULL,Agree,Not agree,2,NULL,NULL,0,NULL
13139,8/27/2020,WV,9633,9458,175,93,-1,Agree,Not agree,199,NULL,NULL,9,0
22575,2/1/2021,HI,25870,NULL,NULL,84,0,Not agree,Not agree,407,NULL,NULL,0,0
38303,10/21/2021,MA,841198,784800,56398,1381,114,Agree,Agree,18896,18505,391,21,1
30940,6/20/2021,NYC,954003,786525,167476,142,27,Agree,Agree,33373,28289,5084,0,0
28319,5/7/2021,WV,155680,122207,33473,339,111,Agree,Not agree,2719,NULL,NULL,6,0
3255,3/16/2020,HI,11,NULL,NULL,1,0,Not agree,Not agree,0,NULL,NULL,0,NULL
2763,3/8/2020,AR,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
37807,10/13/2021,CO,698810,643600,55210,2461,416,Agree,Agree,7828,6960,868,38,3
27140,4/18/2021,KS,305861,247291,58570,0,0,NULL,NULL,4953,NULL,NULL,0,0
18419,11/23/2020,WV,41114,35778,5336,636,150,Agree,Not agree,667,NULL,NULL,5,0
27004,4/16/2021,AS,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
1949,2/23/2020,MP,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
20903,1/4/2021,MA,392568,375455,17113,4906,548,Agree,Agree,12886,12614,272,65,2
27563,4/25/2021,MA,682784,640399,42385,1214,129,Agree,Agree,17548,17197,351,7,0
1564,2/17/2020,AS,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
33263,7/29/2021,MA,718849,671644,47205,905,163,Agree,Agree,18079,17711,368,8,0
10681,7/18/2020,AK,1798,NULL,NULL,62,0,NULL,NULL,27,NULL,NULL,0,0
7695,5/29/2020,HI,644,NULL,NULL,3,0,Not agree,Not agree,17,NULL,NULL,0,0
435,1/29/2020,HI,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
11513,7/31/2020,UT,40797,40458,339,539,2,Agree,Agree,307,307,0,4,0
17233,11/4/2020,GA,396607,365770,30837,2773,893,Agree,Agree,8072,8072,0,43,0
7002,5/17/2020,OK,6183,NULL,NULL,60,0,Not agree,Agree,315,315,0,1,0
2212,2/27/2020,TX,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
7540,5/26/2020,NYC,203273,198797,4476,471,4,Agree,Agree,21892,17424,4468,52,4
34542,8/19/2021,OK,524376,410144,114232,2851,751,Agree,Agree,7741,6602,1139,22,2
7486,5/25/2020,PW,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
14622,9/21/2020,OK,84149,80722,3427,680,160,Agree,Agree,1264,1252,12,11,0
25192,3/16/2021,TX,2726194,NULL,NULL,5068,610,Not agree,Not agree,47886,NULL,NULL,79,0
28763,5/15/2021,MA,701490,656344,45146,1153,496,Agree,Agree,17747,17389,358,5,0
25084,3/15/2021,AS,4,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
31245,6/25/2021,PR,141148,123700,17448,47,13,Agree,Agree,2534,2177,357,1,0
9913,7/5/2020,GA,95892,94124,1768,2120,16,Agree,Agree,2860,2860,0,3,0
1143,2/10/2020,AR,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
33253,7/29/2021,GA,1175845,929614,246231,4612,1705,Agree,Agree,21665,18699,2966,11,3
3443,3/19/2020,MA,328,NULL,NULL,72,NULL,Agree,Agree,3,3,0,1,0
22981,2/8/2021,AK,53855,NULL,NULL,86,0,NULL,NULL,309,NULL,NULL,0,0
27893,4/30/2021,UT,397323,397323,0,338,0,Agree,Agree,2202,2137,65,5,1
29082,5/20/2021,OK,452165,356774,95391,106,17,Agree,Agree,7290,6209,1081,0,0
1425,2/14/2020,PR,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
21222,1/9/2021,OK,357361,289278,68083,3262,877,Agree,Agree,5073,4444,629,58,17
13012,8/25/2020,TX,586730,NULL,NULL,6346,0,Not agree,Not agree,14168,NULL,NULL,111,0
39449,11/9/2021,MP,342,342,0,0,0,Agree,Agree,3,3,0,0,0
10151,7/9/2020,FL,239576,NULL,NULL,11237,49,Not agree,Not agree,4718,NULL,NULL,133,0
16420,10/21/2020,NYC,260027,250916,9111,794,168,Agree,Agree,23652,18998,4654,8,1
13005,8/25/2020,PR,15283,15104,179,443,2,Agree,Agree,395,260,135,9,1
33525,8/2/2021,PR,148828,128657,20171,165,77,Agree,Agree,2574,2212,362,2,1
18220,11/20/2020,NYC,299457,280352,19105,2284,532,Agree,Agree,23908,19236,4672,12,2
17521,11/9/2020,AK,19347,NULL,NULL,459,0,NULL,NULL,136,NULL,NULL,3,0
13321,8/31/2020,AK,5290,NULL,NULL,36,0,NULL,NULL,52,NULL,NULL,0,0
3449,3/19/2020,MP,0,0,0,0,0,Agree,Agree,0,0,0,0,0
32533,7/17/2021,GA,1147072,911296,235776,1096,356,Agree,Agree,21559,18619,2940,1,-1
21004,1/6/2021,AS,3,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
2063,2/25/2020,MA,1,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
22079,1/23/2021,WV,114752,92300,22452,1137,195,Agree,Not agree,1872,NULL,NULL,16,1
1965,2/23/2020,PR,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
21826,1/19/2021,PW,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
26281,4/4/2021,AK,61329,NULL,NULL,132,0,NULL,NULL,340,NULL,NULL,0,0
4799,4/10/2020,WV,574,NULL,NULL,51,NULL,Agree,Not agree,5,NULL,NULL,0,NULL
5055,4/15/2020,HI,535,NULL,NULL,11,0,Not agree,Not agree,9,NULL,NULL,0,NULL
31540,6/30/2021,NYC,955868,787990,167878,211,27,Agree,Agree,33422,28329,5093,4,-3
9323,6/25/2020,MA,102922,102922,NULL,160,NULL,Agree,Agree,8032,7832,200,18,0
11633,8/2/2020,UT,41759,41418,341,379,-2,Agree,Agree,311,311,0,0,0
33705,8/5/2021,PR,151277,130170,21107,961,354,Agree,Agree,2587,2221,366,3,1
39462,11/9/2021,OK,650693,494217,156476,420,168,Agree,Agree,11013,8405,2608,0,0
9061,6/21/2020,AK,761,NULL,NULL,11,0,NULL,NULL,16,NULL,NULL,0,0
15803,10/11/2020,MA,138903,136168,2735,563,-7,Agree,Agree,9640,9422,218,19,2
7306,5/22/2020,PW,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
35644,9/7/2021,AS,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
27443,4/23/2021,MA,680007,637928,42079,1621,169,Agree,Agree,17531,17180,351,8,0
19499,12/11/2020,WV,60637,50804,9833,942,154,Agree,Not agree,938,NULL,NULL,17,0
19919,12/18/2020,WV,69751,57853,11898,1266,290,Agree,Not agree,1091,NULL,NULL,20,5
10640,7/17/2020,KS,21965,21496,469,1032,15,NULL,NULL,299,NULL,NULL,0,0
12611,8/19/2020,FL,578971,NULL,NULL,4518,256,Not agree,Not agree,12689,NULL,NULL,174,5
3209,3/15/2020,MP,0,0,0,0,0,Agree,Agree,0,0,0,0,0
20146,12/22/2020,PW,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
22393,1/29/2021,GA,899515,741991,157524,6558,1772,Agree,Agree,13986,12410,1576,159,29
35167,8/30/2021,CO,615799,569932,45867,1397,111,Agree,Agree,7129,6326,803,8,0
14440,9/18/2020,NYC,242321,235684,6637,405,38,Agree,Agree,23479,18839,4640,6,0
32549,7/17/2021,MP,187,187,0,0,0,Agree,Agree,2,2,0,0,0
32445,7/15/2021,PR,142690,124753,17937,204,69,Agree,Agree,2548,2189,359,0,0
39841,11/16/2021,AK,141249,NULL,NULL,345,0,NULL,NULL,810,NULL,NULL,7,0
7253,5/21/2020,UT,7981,7981,0,173,0,Agree,Agree,94,94,0,2,0
28681,5/14/2021,AK,66683,NULL,NULL,109,0,NULL,NULL,347,NULL,NULL,0,0
18481,11/25/2020,AK,28656,NULL,NULL,702,0,NULL,NULL,185,NULL,NULL,2,0
32146,7/10/2021,PW,2,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,0
